AllowedLocations,AmmoID,BattleValue,BonusValueA,BonusValueB,Capacity,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.Flags,Custom.InventorySorter,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,InventorySize,PrefabIdentifier,Tonnage,statusEffects,Custom.ComponentExplosion,Custom.Lootable,Custom.VolatileAmmo,Custom.TRGBColor,CanExplode,Custom.ColorChangeRule,Custom.RequiredCategory,Custom.Tag
All,Ammunition_SRM_Tandem,0,+200% Crit|,-50% Damage.,100,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""ThroughArmorDamage: 4"",""SRMDamage: -50%"",""MissileHP: 3"",""SRMAmmo: 100""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",25000,"Designed to replace standard SRMs with special warheads that penetrate armor and inflict damage to the internal structure of the target, the Tandem-Charge Missile uses a pair of explosives to inflict damage. The first explosive is a shaped charge that penetrates the unit's outer armor, while the second charge is propelled through the newly created breach to damage internal components. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Tandem_SRM,Generic,SRM Tandem,SRM TandemCharge Ammo,true,5,Ammo SRM Tandem,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#EE82EE"",""SkipText"":true}",,,,
All,Ammunition_SRM_Tandem,0,+200% Crit|,-50% Damage.,50,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""ThroughArmorDamage: 4"",""SRMDamage: -50%"",""MissileHP: 3"",""SRMAmmo: 50""]}","[{""CategoryID"":""a/m/s/srm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",30000,"Designed to replace standard SRMs with special warheads that penetrate armor and inflict damage to the internal structure of the target, the Tandem-Charge Missile uses a pair of explosives to inflict damage. The first explosive is a shaped charge that penetrates the unit's outer armor, while the second charge is propelled through the newly created breach to damage internal components. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",SRM,Ammo_AmmunitionBox_Tandem_SRM_half,Generic,SRM Tandem,SRM TandemCharge Ammo,true,5,Ammo SRM Tandem [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#EE82EE"",""SkipText"":true}",,,,
All,Ammunition_Harpoon,0,,,8,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""NoAA"",""HarpoonAmmo: 8""]}","[{""CategoryID"":""a/a/g/taser""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000034""}",10000,"A box of long metallic barbed Spikes, commonly known as a Harpoon. <b><color=#099ff2>Does not explode.</color></b>

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",harpoon,Ammo_AmmunitionBox_Generic_Harpoon,Generic,Harpoon,Harpoon Ammo,true,1,Ammo Harpoon,All,1,,1,[],,,,,,,,
All,Ammunition_Taser,0,,,5,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TaserAmmo: 5""]}","[{""CategoryID"":""a/a/g/taser""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000034""}",10000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. <b><color=#099ff2>Does not explode.</color></b>

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",uixSvgIcon_ammoBox_Support,Ammo_AmmunitionBox_Generic_Taser,Generic,Taser,Taser Ammo,true,1,Ammo Taser,All,1,,1,[],,,,,,,,
All,Ammunition_TBOLT10,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 6"",""TBOLT10Ammo: 6""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000047""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB10,Generic,Thunderbolt,Thunderbolt 10 Ammo,true,1,Ammo TBM 10,All,1,,1,[],"{""ExplosionDamagePerAmmo"":55,""StabilityDamagePerAmmo"":14}",,,,,,,
All,Ammunition_TBOLT10_Feint,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TboltDamage: -10%"",""WpnAccuracy: -1"",""AMSChance: -10%"",""MissileHP: 8"",""TBOLT10Ammo: 6""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000047""}",30000,"''Feint'' missiles have internal chaff dispensers and go ''dumb'' and coast on inertia for a large percentage of their flight arc to fool AMS systems. They wake up and make final trajectory adjustments just before impact. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB10_Feint,Generic,Thunderbolt,Thunderbolt 10 Ammo,true,5,Ammo TBM10 Feint,All,1,,1,[],"{""ExplosionDamagePerAmmo"":49,""StabilityDamagePerAmmo"":12}",,,,,,,
All,Ammunition_TBOLT10_Guided,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TboltDamage: -25%"",""PipsIgnored: +2"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""TBOLT10Ammo: 6"",""MissileHP: 6"",""ReqArtemis""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000047""}",20000,"Trading some Offensive Potential for an Advanced Guidance Package are Guided Thunderbolt Missiles capable to be linked to an ArrowIV FCS.  

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB10_Guided,Generic,Thunderbolt,Thunderbolt 10 Ammo,true,5,Ammo TBM 10 Guided,All,1,,1,[],"{""ExplosionDamagePerAmmo"":41,""StabilityDamagePerAmmo"":10}",,,,,,,
All,Ammunition_TBOLT10_HE,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +2"",""AreaOfEffectConversion: 60"",""AreaOfEffect: 40"",""MineClearanceBoom: 2"",""StabDamage: +7"",""MissileHP: 6"",""TBOLT10Ammo: 6""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000047""}",30000,"This Thunderbolt Missile carries a high explosive warhead which deals damage to units near the hit location.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB10_HE,Generic,Thunderbolt,Thunderbolt 10 Ammo,true,5,Ammo TBM 10 HE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":55,""StabilityDamagePerAmmo"":14}",,,,,,,
All,Ammunition_TBOLT10_Kinetic,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""NoIndirect"",""TAC: x2"",""Range: +25%"",""MinRangeDamage: 25%"",""ArmorDmgMod: +50%"",""VariableDmg: 10"",""Protected: 50%"",""MissileHP: 7"",""TBOLT10Ammo: 6""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000047""}",30000,"Kinetic Kill missiles use huge rocket motors to accelerate a heavy metal dart to high velocity. They penetrate armor well, but require time to reach full velocity. Damage increases at longer range. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB10_Kinetic,Generic,Thunderbolt,Thunderbolt 10 Ammo,true,5,Ammo TBM 10 Kinetic Kill,All,1,,1,[],"{""ExplosionDamagePerAmmo"":27,""StabilityDamagePerAmmo"":13}",,,,,,,
All,Ammunition_TBOLT10_Thermo,0,,,6,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +2"",""TboltDamage: -80%"",""HeatDamage: +10"",""AreaOfEffect: 40"",""AreaOfEffectDmg: +10"",""AreaOfEffectHeatDmg: +20"",""ThermoBurn: 10"",""ThermoBOLT10Ammo: 6"",""MissileHP: 4"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000047""}",20000,"This Thunderbolt Missile was retooled to fire a specialized Thermobaric Warhead igniting everything around the impact and dealing massive amounts of heat.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB10_Thermo,Generic,Thermobolt,Thermobolt 10 Ammo,true,5,Ammo Thermobolt10,All,1,,1,[],"{""ExplosionDamagePerAmmo"":30,""HeatDamagePerAmmo"":25,""StabilityDamagePerAmmo"":12}",,"{""damageWeighting"":1.2}",,,,,
All,Ammunition_TBOLT15,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 9"",""TBOLT15Ammo: 4""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000048""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB15,Generic,Thunderbolt,Thunderbolt 15 Ammo,true,1,Ammo TBM 15,All,1,,1,[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":18}",,,,,,,
All,Ammunition_TBOLT15_Feint,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TboltDamage: -10%"",""WpnAccuracy: -1"",""AMSChance: -10%"",""MissileHP: 11"",""TBOLT15Ammo: 4""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000048""}",30000,"''Feint'' missiles have internal chaff dispensers and go ''dumb'' and coast on inertia for a large percentage of their flight arc to fool AMS systems. They wake up and make final trajectory adjustments on just before impact. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB15_Feint,Generic,Thunderbolt,Thunderbolt 15 Ammo,true,5,Ammo TBM 15 Feint,All,1,,1,[],"{""ExplosionDamagePerAmmo"":65,""StabilityDamagePerAmmo"":15}",,,,,,,
All,Ammunition_TBOLT15_Guided,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TboltDamage: -25%"",""PipsIgnored: +2"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""TBOLT15Ammo: 4"",""MissileHP: 9"",""ReqArtemis""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000048""}",20000,"Trading some Offensive Potential for an Advanced Guidance Package are Guided Thunderbolt Missiles capable to be linked to an ArrowIV FCS.  

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB15_Guided,Generic,Thunderbolt,Thunderbolt 15 Ammo,true,5,Ammo TBM 15 Guided,All,1,,1,[],"{""ExplosionDamagePerAmmo"":56,""StabilityDamagePerAmmo"":14}",,,,,,,
All,Ammunition_TBOLT15_HE,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +2"",""AreaOfEffectConversion: 60"",""AreaOfEffect: 50"",""MineClearanceBoom: 2"",""StabDamage: +10"",""MissileHP: 9"",""TBOLT15Ammo: 4""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000048""}",30000,"This Thunderbolt Missile carries a high explosive warhead which deals damage to units near the hit location.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB15_HE,Generic,Thunderbolt,Thunderbolt 15 Ammo,true,5,Ammo TBM 15 HE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":18}",,,,,,,
All,Ammunition_TBOLT15_Kinetic,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""NoIndirect"",""TAC: x2"",""Range: +25%"",""MinRangeDamage: 25%"",""ArmorDmgMod: +50%"",""VariableDmg: 15"",""Protected: 50%"",""MissileHP: 10"",""TBOLT15Ammo: 4""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000048""}",30000,"Kinetic Kill missiles use huge rocket motors to accelerate a heavy metal dart to high velocity. They penetrate armor well, but require time to reach full velocity. Damage increases at longer range. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB15_Kinetic,Generic,Thunderbolt,Thunderbolt 15 Ammo,true,5,Ammo TBM 15 Kinetic Kill,All,1,,1,[],"{""ExplosionDamagePerAmmo"":37,""StabilityDamagePerAmmo"":18}",,,,,,,
All,Ammunition_TBOLT15_Thermo,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +2"",""TboltDamage: -80%"",""HeatDamage: +15"",""AreaOfEffect: 50"",""AreaOfEffectDmg: +15"",""AreaOfEffectHeatDmg: +30"",""ThermoBurn: 15"",""ThermoBOLT15Ammo: 4"",""MissileHP: 7"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000048""}",20000,"This Thunderbolt Missile was retooled to fire a specialized Thermobaric Warhead igniting everything around the impact and dealing massive amounts of heat.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB15_Thermo,Generic,Thermobolt,Thermobolt 15 Ammo,true,5,Ammo Thermobolt15,All,1,,1,[],"{""ExplosionDamagePerAmmo"":25,""HeatDamagePerAmmo"":50,""StabilityDamagePerAmmo"":12}",,"{""damageWeighting"":1.3}",,,,,
All,Ammunition_TBOLT20,0,,,3,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 12"",""TBOLT20Ammo: 3""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000049""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB20,Generic,Thunderbolt,Thunderbolt 20 Ammo,true,1,Ammo TBM 20,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":24}",,,,,,,
All,Ammunition_TBOLT20_Feint,0,,,3,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TboltDamage: -10%"",""WpnAccuracy: -1"",""AMSChance: -10%"",""MissileHP: 14"",""TBOLT20Ammo: 3""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000049""}",30000,"''Feint'' missiles have internal chaff dispensers and go ''dumb'' and coast on inertia for a large percentage of their flight arc to fool AMS systems. They wake up and make final trajectory adjustments just before impact. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB20_Feint,Generic,Thunderbolt,Thunderbolt 20 Ammo,true,5,Ammo TBM 20 Feint,All,1,,1,[],"{""ExplosionDamagePerAmmo"":85,""StabilityDamagePerAmmo"":20}",,,,,,,
All,Ammunition_TBOLT20_Guided,0,,,3,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""TboltDamage: -25%"",""PipsIgnored: +2"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""TBOLT20Ammo: 3"",""MissileHP: 12"",""ReqArtemis""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000049""}",20000,"Trading some Offensive Potential for an Advanced Guidance Package are Guided Thunderbolt Missiles capable to be linked to an ArrowIV FCS.  

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB20_Guided,Generic,Thunderbolt,Thunderbolt 20 Ammo,true,5,Ammo TBM 20 Guided,All,1,,1,[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":19}",,,,,,,
All,Ammunition_TBOLT20_HE,0,,,3,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +2"",""AreaOfEffectConversion: 60"",""AreaOfEffect: 60"",""MineClearanceBoom: 2"",""StabDamage: +14"",""MissileHP: 12"",""TBOLT20Ammo: 3""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000049""}",30000,"This Thunderbolt Missile carries a high explosive warhead which deals damage to units near the hit location.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB20_HE,Generic,Thunderbolt,Thunderbolt 20 Ammo,true,5,Ammo TBM 20 HE,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":24}",,,,,,,
All,Ammunition_TBOLT20_Kinetic,0,,,3,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""NoIndirect"",""TAC: x2"",""Range: +25%"",""MinRangeDamage: 25%"",""ArmorDmgMod: +50%"",""VariableDmg: 20"",""Protected: 50%"",""MissileHP: 13"",""TBOLT20Ammo: 3""]}","[{""CategoryID"":""a/m/t/thunderbolt""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000049""}",30000,"Kinetic Kill missiles use huge rocket motors to accelerate a heavy metal dart to high velocity. They penetrate armor well, but require time to reach full velocity. Damage increases at longer range. Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",thunderbolt,Ammo_AmmunitionBox_Thunderbolt_TB20_Kinetic,Generic,Thunderbolt,Thunderbolt 20 Ammo,true,5,Ammo TBM 20 Kinetic Kill,All,1,,1,[],"{""ExplosionDamagePerAmmo"":50,""StabilityDamagePerAmmo"":25}",,,,,,,
